DATAFLOW,LAST UPDATE,freq,unit,nace_r2,lcstruct,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovenia,2018,2.8,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovenia,2019,5.4,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovenia,2020,4.1,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovenia,2021,6.4,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovenia,2022,4.7,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovenia,2023,10.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovenia,2024,6.3,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovenia,2025,9.7,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovakia,2016,3.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovakia,2017,6.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovakia,2018,6.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovakia,2019,8.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovakia,2020,7.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovakia,2021,5.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovakia,2022,9.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovakia,2023,10.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovakia,2024,6.6,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),Slovakia,2025,7.3,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),United Kingdom,2016,1.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),United Kingdom,2017,2.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),United Kingdom,2018,3.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI (compensation of employees plus taxes minus subsidies),United Kingdom,2019,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Belgium,2016,0.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Belgium,2017,1.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Belgium,2018,1.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Belgium,2019,2.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Belgium,2020,1.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Belgium,2021,1.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Belgium,2022,6.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Belgium,2023,8.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Belgium,2024,2.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Cyprus,2016,-1.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Cyprus,2017,1.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Cyprus,2018,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Cyprus,2019,4.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Cyprus,2020,-2.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Cyprus,2021,1.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Cyprus,2022,7.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Cyprus,2023,6.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Cyprus,2024,4.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Cyprus,2025,3.6,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Czechia,2016,4.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Czechia,2017,7.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Czechia,2018,8.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Czechia,2019,8.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Czechia,2020,8.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Czechia,2021,2.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Czechia,2022,-1.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Czechia,2023,7.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Czechia,2024,7.6,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Czechia,2025,7.5,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Denmark,2016,1.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Denmark,2017,2.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Denmark,2018,2.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Denmark,2019,2.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Denmark,2020,1.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Denmark,2021,2.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Denmark,2022,2.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Denmark,2023,3.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Denmark,2024,4.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Denmark,2025,3.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Estonia,2016,5.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Estonia,2017,7.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Estonia,2018,7.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Estonia,2019,7.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Estonia,2020,0.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Estonia,2021,6.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Estonia,2022,9.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Estonia,2023,12.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Estonia,2024,7.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Estonia,2025,7.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Greece,2016,1.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Greece,2017,1.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Greece,2018,1.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Greece,2019,2.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Greece,2020,3.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Greece,2021,-0.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Greece,2022,3.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Greece,2023,5.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Greece,2024,5.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Greece,2025,7.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Spain,2016,0.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Spain,2017,0.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Spain,2018,1.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Spain,2019,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Spain,2020,4.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Spain,2021,0.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Spain,2022,2.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Spain,2023,5.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Spain,2024,4.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Spain,2025,3.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Finland,2016,0.5,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Finland,2017,-1.4,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Finland,2018,1.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Finland,2019,1.5,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Finland,2020,0.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Finland,2021,3.3,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Finland,2022,2.6,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Finland,2023,3.3,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Finland,2024,2.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Finland,2025,4.3,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Croatia,2016,-6.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Croatia,2017,6.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Croatia,2018,5.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Croatia,2019,3.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Croatia,2020,-1.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Croatia,2021,2.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Croatia,2022,8.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Croatia,2023,14.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",Labour cost for LCI excluding bonuses,Croatia,2024,15.2,,
